thread_id,customer_text,historical_reply,true_intent,should_escalate,escalation_reason
821,"@SpotifyCares So, you are human. Now update me on the status of the Touch Preview issue. You have received one month of complaints. What are next steps.","@USER We don't have any info to share right now, but as soon as we do, we'll make sure to let everyone know /PL",App Bug & Performance,false,Standard troubleshooting
548,"Yo @SpotifyCares, you got the wrong CL listed as the art for the song No Better Feelin' it should be @USER","@USER Hey Diego, we're here to help! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. We'll be right here /RV",App Bug & Performance,false,Standard troubleshooting
135,"@SpotifyCares hi there, for the last few months Spotify won’t load on my smart TV. It did previously, acc is still active but no love!",@USER Hi there! Can you let us know the make &amp; model of your smart TV? We'll see what we can suggest /NY,App Bug & Performance,false,Standard troubleshooting
432,I hate that @USER never wants to work on my Playstation 4.,@USER Hey Courtney! What exactly is going on with your Spotify on the PS4? We'll do our best to help you out /BH,Audio Playback Failure,false,Standard troubleshooting
1870,@SpotifyCares is there a particular reason behind the fact that I can only download 3333 titles per device when having Spotify premium?,"@USER Hi! We don't have any more info to share about this right now, but we'll let the right folks know you'd like to sync more tunes offline /MC",Billing & Subscription,true,Requires backend billing refund access
1931,"@SpotifyCares Hi, my account has been hacked - email address and password changed. I need to revert this back ASAP. I received the email about the change 1 hour ago","@USER Hey there, we’re sorry to hear that. Check out for what to do next /NQ",Account & Login Access,true,Account access — requires identity verification
1161,@SpotifyCares any idea when the French podcast section will be live on your platform?,"@USER Hey! We're afraid we don't have any info on this, but we'll let the right team know it's something you'd like to see /NJ",Feature Request & Feedback,false,Standard troubleshooting
1794,@SpotifyCares You guys basically did the same.... “if and when”,"@USER We don't have any more info on this right now, but we'll let the right team know it's something you'd like to see /QI",App Bug & Performance,false,Standard troubleshooting
1470,@USER you have a defect on iOS app where bottom menu disappears and oh man is it annoying!!,"@USER Hey Mark! What device, OS, and Spotify version are you using? A screenshot will come in handy too. We'll see what we can suggest /MC",App Bug & Performance,false,Standard troubleshooting
644,@SpotifyCares I think it works on faster speeds? Idk the search bar has been kind of wonky lately,"@USER We understand. Can you try using a different internet connection, and see if it makes a difference? /GU",App Bug & Performance,false,Standard troubleshooting
435,@USER @USER Your crappy app just downloaded heaps of songs on cellular data despite it being disabled in the app and used all my data. Wtf. Very angry.,"@USER Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",Playlist & Library Sync,false,Standard troubleshooting
1342,"@USER I can't get spotify to play any songs. I was playing one, tried to skip it but then it just wouldn't play any songs at all.","@USER Hey Melanie, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Audio Playback Failure,false,Standard troubleshooting
1022,". @USER it's 2017, add an easily accessible sleep timer to your damn app already. Sincerely, every user. #SleepSpotifySleep #UpAllNight",@USER Hey! A sleep timer is a great idea. Help make it happen by adding support here: /NQ,App Bug & Performance,false,Standard troubleshooting
810,@SpotifyCares 💚you care. Thank you!,"@USER We sure do! In fact, we'd say... 💚 /TB",App Bug & Performance,false,Standard troubleshooting
1811,I still hate the fact that irresistible is not on spotify that song deserves better,@USER Hi there! Thanks for sharing your thoughts. Could you let us know the artist for this track? We'll take a look backstage /LP,Content Availability,false,Standard troubleshooting
1872,@SpotifyCares Version 8.4 Samsung Galaxy S8,"@USER Thanks for that info. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",App Bug & Performance,false,Standard troubleshooting
1316,"@SpotifyCares (2/2) and I now have access to a new streaming chan called ""Web Player (Firefox)"", yet I don't have Firefox on my mac. Help me","@USER Hey Romain! Don't worry, we're here to help. Can you let us know OS X version you have installed? We'll see what we can suggest /MT",Audio Playback Failure,false,Standard troubleshooting
939,@USER are you having tech issues rn? I cannot connect,"@USER Hey Jay! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",App Bug & Performance,false,Standard troubleshooting
292,@USER is your app available to download on an Apple Watch?,"@USER Hi Gracie! Although the app is not currently available for the Apple Watch, be sure to check out the official idea and add your vote to let our devs know it's something you'd like to see: 🙂 /JI",Playlist & Library Sync,false,Standard troubleshooting
542,"@SpotifyCares Ok sorry. The question was if you plan to release ""A triumph for Man"" with Mew. Best regards, Per",@USER Got it. What country is your account set to? We'll check things out /AY,Billing & Subscription,true,Requires backend billing refund access
505,"@SpotifyCares True but from the point of view of user interface, should automatically or at least add the button for refresh",@USER Thanks! It's great to hear your thoughts about having a refresh button. We'll be sure to forward your feedback to the right team /TQ,App Bug & Performance,false,Standard troubleshooting
1525,After less than a day of testing @USER I've run into so many limitations. Lack of a combined (local+streamed) library is a deal-breaker.,@USER Hey Indrek! You can sync your local music files to your Spotify account. More info here: Hope this helps /CX,Audio Playback Failure,false,Standard troubleshooting
1103,"Anyone else having issues connecting to @USER Phone says I'm offline, web just gives me spinning circle of death :(","@USER Hi Kathryn! Can you let us know your phone's operating system and Spotify version? Also, what browser are you using? /NY",Playlist & Library Sync,false,Standard troubleshooting
538,Thor OST please @USER,"@USER Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /WW",App Bug & Performance,false,Standard troubleshooting
1529,"@USER Hi! I recieved a gift card, but somehow I can't redeem it. #help","@USER Hey Nadi! Can you DM us your account's username or email address, and the code you're trying to redeem? We'll see what we can suggest /AP",Billing & Subscription,true,Requires backend billing refund access
1197,"@USER why did you change the order of the songs in the playlist ""This is: Deadmau5""? It was good as it was.",@USER Hey! Thanks for the feedback. We'll make sure to pass on your feedback to our Curation team. Let us know if there's anything else /RC,Audio Playback Failure,false,Standard troubleshooting
877,"Hey @USER, you might wanna improve some parts of your Android app's sign-in UI",@USER Hey there! Thanks for sharing your thoughts. Could you DM us your account's username or email address? We'd love to lend a hand /LP,Feature Request & Feedback,false,Standard troubleshooting
1838,"Arrgh, #spotify web player threw me out and now the login on any as a whole seem broken. @USER @USER","@USER Hey Tom! That doesn't sound good. Can you try restarting your device, then log out and back in? Let us know how it goes /AU",Account & Login Access,true,Account access — requires identity verification
1195,"@SpotifyCares Hmmmm, seems I cannot pick a Bewerbung password. Incorrect token. 🤔",@USER We're afraid this is something for our Accounts team. We'd suggest following the steps on the link we sent above. Hope that helps /AC,Account & Login Access,true,Account access — requires identity verification
817,"@SpotifyCares no messaged or anything it just won't play any songs,I've tried restarting computer logging out both off my phone and laptop.",@USER Can you try clearing your browser's cache and cookies? Let us know if that makes a difference /RH,Audio Playback Failure,false,Standard troubleshooting
741,@SpotifyCares I’ve tried that and I get nowhere. They don’t address my issues and ignore what I say. You aren’t doing anything to help either.,"@USER 2: Give us the head's up when you have, and we'll be sure to get this chased up /K",App Bug & Performance,false,Standard troubleshooting
283,"i hate that i always find myself googling @USER / @SpotifyCares problems and for various things, there are multiple posts over the years but no features are added. currently, blocking - just an inconvenience for me, but some seem to have a real need for it? Just seems weird","@USER Hey, sorry to hear that! We'd love to help out. Can you let us know what's happening exactly? We'll see what we can suggest /MU",Feature Request & Feedback,false,Standard troubleshooting
1043,So @USER @SpotifyCares really hasn't fix this glitch 😒 Fifth Harmony losing Streams D*mmit,"@USER Hi! To make sure we're on the same page, can you tell us what's happening exactly? Does this happen with any devices you play this on? /CO",Audio Playback Failure,false,Standard troubleshooting
1010,"@SpotifyCares hi there, I can’t seem to change my card details to continue premium account","@USER Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS",Billing & Subscription,true,Requires backend billing refund access
186,Long term @USER premium user here. Is there any timeline to integrate lyrics in the app? I'd put up with an ad for this feature.,"@USER Hey there! Can you tell us what device, operating system, and version of Spotify you're using? We'll see what we can suggest /SY",Billing & Subscription,true,Requires backend billing refund access
1547,Far out I actually can’t believe how glitchy my Spotify is being lately... plz get it together @USER,"@USER Hey Sam! That doesn't sound good. Can you let us know what's happening exactly? Also, which device/OS and Spotify version are you using? /YM",App Bug & Performance,false,Standard troubleshooting
96,@USER @USER @USER @USER @SpotifyCares - Please work together and get Spotify's playlists working on Roku. K thx bye.,"@USER Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /QI",Audio Playback Failure,false,Standard troubleshooting
1763,Okay @USER. How the hell does my music KEEP getting paused even after changing my Facebook password AND using the log out everywhere?,"@USER Hey, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Account & Login Access,true,Account access — requires identity verification
224,"@SpotifyCares Nine of that applies to me, at least not that i know of. My sd card works with everything else.","@USER Thanks for the info. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /NY",App Bug & Performance,false,Standard troubleshooting
313,Hi! I am currently using a Galaxy S6 edge+ and vERSION 8.4.26.770 ARMv7. I updated the app not too long ago. I have the same issue on my desktop app and on the website.,@USER Thanks. Can you send us a screenshot of the tracks that are grayed out? We'll check them out /NY,App Bug & Performance,false,Standard troubleshooting
1285,"Hey @SpotifyCares, an important question...if I upgrade to the family plan today, will I be billed today or at the usual time of the month? Thanks!",@USER Hi! Your billing date will be moved a few days earlier. This is to make up for the difference in price. Hope this info helps 🙂 /DR,Billing & Subscription,true,Requires backend billing refund access
327,@SpotifyCares My Windows version is 10586 (the Spotify version I don't know),@USER Got it. Can you check your current Spotify version by clicking Help &gt; About Spotify? We'll be right here waiting /KB,App Bug & Performance,false,Standard troubleshooting
1622,@SpotifyCares Help,"@USER Hey Arron, help's here! How long has this been happening? Can you try restarting the app, then logging back in? Let us know how it goes /SJ",App Bug & Performance,false,Standard troubleshooting
1393,"@SpotifyCares What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?","@USER We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB",Audio Playback Failure,false,Standard troubleshooting
1221,"@SpotifyCares um, poor algorithmic music selection?","@USER Sorry for the confusion. Is this happening on your Discover Weekly, Daily Mixes, or other suggested content? /JP",App Bug & Performance,false,Standard troubleshooting
130,@SpotifyCares Sure it’s an iPhone 6s on iOS 11.1.1 and version 8.4.26.793 I’m on a Premium Account as well,"@USER Thanks for the info. Can you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB",Billing & Subscription,true,Requires backend billing refund access
788,@SpotifyCares is there a way to see recently deleted Shazams? Had a few duplicates and deleted one and now the original is gone,@USER Hey! This looks like something the folks at Shazam might be able to help out with. We'd suggest reaching out to them for more info /RH,Playlist & Library Sync,false,Standard troubleshooting
781,"hello @SpotifyCares Will you support Opera web browser for the web spotify too? I am sad to see that is only available on firefox, edge and google chrome 😭","@USER Hi! We currently don't have any info to share about this, but we'll pass your feedback on to the right team. Anything else, let us know /NY",Content Availability,false,Standard troubleshooting
1220,Yoooo @USER got this lifting sanctions off Sudan wrong! I can't use the app without vpn for the 1st time in 2 years wtf,"@USER 1: Hey! We're afraid Spotify isn't available in Sudan yet. Don't worry, we're launching in new countries as often as possible. Be sure to...",App Bug & Performance,false,Standard troubleshooting
958,@SpotifyCares indonesia!,"@USER Hmm, is this what you're looking for: /MA",App Bug & Performance,false,Standard troubleshooting
1083,"@SpotifyCares It never showed up, only on different accounts....compared all...all settings the same...still not working",@USER No worries. Can you DM us your account's email address? We'll take a look backstage /DV,Account & Login Access,true,Account access — requires identity verification
514,"@USER @SpotifyCares for some reason my activity on Spotify no longer shows on facebook, how do i fix that? the last time it showed a song was the 25th of September","@USER Hey Bradley! We're afraid we no longer share your listening activity to Facebook. Rest assured, your feedback will be passed on to the right folks /LP",App Bug & Performance,false,Standard troubleshooting
1988,@SpotifyCares When I click a song nothing happens and the “shuffle” button shakes... I’ve recorded my screen to you...,@USER That's odd. Can you DM us your account's username and email address? We'll take a look backstage /KL,Audio Playback Failure,false,Standard troubleshooting
1133,"@SpotifyCares Laptop Dell, windows 10, Google chrome, wifi 4g network, and another device moto g 5plus",@USER Thanks! Does using a different browser help? Keep us in the loop /KL,App Bug & Performance,false,Standard troubleshooting
1762,"@SpotifyCares Hey, I need help because I'm having some issues.","@USER Hey Gabriel! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",App Bug & Performance,false,Standard troubleshooting
1930,@SpotifyCares iPhone 7+. iOS 11.1.2. Spotify 8.4.28.1104. Thank you.,"@USER Thanks for the info. Does logging out then back in help? If it doesn't, could you try restarting the device by holding Home + Lock for 10 seconds? Let us know how it goes /JS",App Bug & Performance,false,Standard troubleshooting
23,@USER make the app available is south Africa plzzzzzz,@USER Hey there! We're launching in new countries as often as possible. Be sure to add your email at /JX,Content Availability,false,Standard troubleshooting
1476,@USER Where’s the JPN Ver. Of BOOMBAYAH 🤔,"@USER Hey Leo! We’d love to have all of their stuff available, but we have some info about content here: /SY",App Bug & Performance,false,Standard troubleshooting
234,@USER your web player keeps freezing and won't play anything. Sooooo annoying. 😒,@USER Hey Liz! Can you let us know what internet browser you're using? We'll be right here waiting /KL,Audio Playback Failure,false,Standard troubleshooting
1396,@SpotifyCares It also crashes when I lock my phone too! I have an LG x Power 2,@USER Sweet. Are you getting any specific error messages? A screenshot would come in handy /NS,App Bug & Performance,false,Standard troubleshooting
1812,Perfect velvet isn't available in spotify ph yet????,@USER Hi there! Is this what you're looking for: /DD,Content Availability,false,Standard troubleshooting
1099,"@USER @SpotifyCares spotify, hello, good day, can u help me out? tried texting to 20600 too but nothing.","@USER Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",App Bug & Performance,false,Standard troubleshooting
1537,"@USER @USER @USER @SpotifyCares Sorry for the incovenience but why the band ""Comme Restus"" is no longer avaliable in the spotify plataform?","@USER Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: 🙂 /JI",App Bug & Performance,false,Standard troubleshooting
1574,Is there a reason why I have to keep opening the app to control Spotify? As oppose to doing it from the ios home screen @SpotifyCares,@USER Hey there! Which iOS and Spotify version are you running? We'll see what we can suggest /MA,App Bug & Performance,false,Standard troubleshooting
1312,@USER when are you updating the iOS app for iPhone X?,"@USER Hey! We don't have any info to share about this right now, but we’re working on it as we speak. Stay tuned /NQ",App Bug & Performance,false,Standard troubleshooting
601,"Hi @SpotifyCares what do you think of ""Anywhere"" by @USER? I'd love to hear it from ""Today's Top Hits"". I'm looking forward! X","@USER Thanks for the feedback! Our Curation team's independent &amp; use data and trends to create playlists, but we'll pass on your thoughts /DR",App Bug & Performance,false,Standard troubleshooting
890,"@SpotifyCares hey my play.spotify isnt working. the play button refuses to work and its my account that doesnt work, tried on more pc's","@USER Hi! Can you let us know the device make and model, operating system, and Spotify version you're using? We'll see what we can suggest /GK",Account & Login Access,true,Account access — requires identity verification
323,@USER Do existing subscribers get this deal? It’d be nice!,"@USER Hey Michael, helps here! This offer is for new subscribers, and subscribers who haven't taken part in any other offers. For more info on our current offers, head here: If you ever need anything else, just shout and we'll come running 🏃 /ZO",App Bug & Performance,false,Standard troubleshooting
929,My music is constantly stopping and it’s pissing me off what is it my phone or the app @USER @USER,"@USER Hi Deyra. Don't worry, we'll look into this. Can you tell us what phone, operating system, and app version you're using? We'll see what we can suggest /JU",App Bug & Performance,false,Standard troubleshooting
6,@SpotifyCares No it’s hasn’t. I’ve tried it multiple times,"@USER Hmm. Is this happening over WiFi, mobile data, or offline mode? We'll take a closer look /JE",App Bug & Performance,false,Standard troubleshooting
1953,@SpotifyCares I’m using IOS 11.1.1 and spotify version was the photo attached. The reputation album of taylor swift only contains ..ready for it and look what you made me do.,"@USER 2: For now, check out the singles: Hope this clears things up /AY",App Bug & Performance,false,Standard troubleshooting
1478,"@SpotifyCares Hey, the sound from the ads keeps playing over my music. Any way I can stop this?",@USER Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,Audio Playback Failure,false,Standard troubleshooting
1793,@SpotifyCares can u give me a premium acc on spotify,"@USER We're afraid that's not possible right now. In the meantime, check out Premium for Family here: Hope this helps /LP",Billing & Subscription,true,Requires backend billing refund access
