thread_id,customer_text,historical_reply,true_intent,predicted_intent,should_escalate,predicted_escalate,retrieved_reply
1301,"feature request for @USER mac app, profiles like work, home etc. I hate disabling/enabling proxy when at home/work :(","@USER Hey Baran, this sounds like a great idea! Suggest it in our Community at and get support from other users /TB",Feature Request & Feedback,Audio Playback Failure,False,False,@USER We're glad to hear you want to join the band! Head here to apply: /LO
1708,"@SpotifyCares It’s an IPhone SE, it’s weird as every other artist is playing fine",@USER Got it! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Audio Playback Failure,App Bug & Performance,False,False,"@USER Hmm. Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI"
747,"@SpotifyCares help please! This is on my Windows desktop app and this keeps popping up. Have restarted, logged out all devices, changed password. Been going for a couple days now and no help that I can find online.",@USER Hi Steve! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /DN,Account & Login Access,App Bug & Performance,True,False,@USER Hmm. Best thing to try here is a quick reinstall. Just follow the steps at Let us know how it goes /NS
333,@USER y’all lame for not letting mobile phones set pics on our playlists,@USER Hi there! Thanks for the feedback. We'll pass it onto the right team. Let us know if there's anything else we can do to help /DV,Audio Playback Failure,Audio Playback Failure,False,False,"@USER Hey! Right now, this isn't possible, but we can see how that’d be useful. You can vote for the official idea at /AG"
758,@SpotifyCares I am always using incognito browsing =)),@USER Got it. How about trying it out on another browser? Does it make any difference? /GK,App Bug & Performance,App Bug & Performance,False,False,@USER Gotcha. Try giving it another go using an incognito window of your browser to avoid any cache-related issues. Let us know how it goes /SY
727,@SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,@USER Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS,Billing & Subscription,Audio Playback Failure,True,False,"@USER Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB"
429,@SpotifyCares I have tried this several times but it does not work,"@USER Got it.Is this happening while connected to WiFi, 3G/4G or both? /KL",App Bug & Performance,Audio Playback Failure,False,False,@USER Thanks for giving it a shot. Could you open the web player in an incognito/private window? We'll be on the lookout for your update /RK
1372,Why can't I add a song to my playlist @USER @SpotifyCares,"@USER Hey Lizbeth, help's here! Are you getting any error messages when you try to add playlists? A screenshot would also be helpful /JN",Audio Playback Failure,Audio Playback Failure,False,False,@USER Hey Mick! Our Curation team are independent so there's no formal submission process. Check out to help you gain visibility /JP
546,".@USER The debut album from Stormwarrior is self titled, not called ""Same"".",@USER Hey there! Could you let us know what device/OS you're using? We'll take a look backstage /DF,Content Availability,Content Availability,False,False,@USER Hi there! We’ll have it available to you as soon as it’s available to us. /GK
1437,@USER @USER @USER sad to say Spotify is not in India,@USER Hey Prajwal! We're launching in new countries as often as possible. Be sure to add your email at /K,App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Joana! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out /RA"
1918,@SpotifyCares Eastern time,"@USER 2: If you don't have that device, we're afraid it won't be possible to see your History. Do you recall the genre/lyrics of this track? /LP",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Hannah, help's here! What device are you using when you notice this? Also, is this happening on any other device? Keep us posted /MQ"
1399,@SpotifyCares Works with keyboard and Beats Solo 3 tho,@USER Thanks for that info. Can you try the steps here for us: They should help with this. Let us know how it goes /JI,App Bug & Performance,App Bug & Performance,False,False,@USER We'll figure out what's happening exactly. Can you DM us your account's username or email address? We'll take closer look /YM
1327,"@SpotifyCares Are you really relying on your customers to determine release dates? 😲 The One-T ODC = 2003, The One-T's ABC = 2006","@USER Thanks for sending this over. We've reported this to our Content team, who will be taking a closer look at this soon. If you need anything else, just shout! /K",Content Availability,App Bug & Performance,False,False,@USER Hey Miguel. We're sorry you feel that way. Check out the steps under “Downloads unexpectedly removed” at /QI
146,@SpotifyCares Avrx2000 Denon amp . Using Spotify app on Samsung s 6 .via wireless set up .says connected on the amp but isn't connecting via the phone and app.,"@USER Thanks for the info. As we look to improve the overall Spotify experience, we are removing the app's integration from the Denon Avrx2000. There's more info here: We hope this clears things up. Let us know if you have any other questions /LM",App Bug & Performance,Playlist & Library Sync,False,False,@USER Thanks! Try restarting your device by holding Home + Lock for 10 seconds. Does that help? /RB
1247,@SpotifyCares will tablet mode work on a samsung galaxy tab E ? The screen dimensions are 9.6 inches.,@USER Hi Jae! Could you check if your device meets the system requirements at We'll keep an eye out for your reply /LP,App Bug & Performance,App Bug & Performance,False,False,"@USER Thanks for that info. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI"
1300,@SpotifyCares It doesn’t let me click the filter bar when editing my playlist and there is no option in the (...) next to the song that says delete,"@USER Hmm. Just to check, does the filter not allow you to enter any text at all? Can we also have you send over a screenshot of the options available to you once the (...) button has been selected? We'll see what we can suggest /JI",Audio Playback Failure,Audio Playback Failure,False,False,"@USER Hmm. Does logging out, restarting your device, and logging back in help? Also, when did the issue start happening? /RI"
350,@SpotifyCares I have a samsung s7 edge. I have the newest Spotify update and the same for my phone.,@USER Have you tried logging out &gt; restarting your device &gt; logging back in? See if that helps /RH,App Bug & Performance,App Bug & Performance,False,False,"@USER Thanks. Is this only happening via WiFi, or is it the same thing with 3G/4G? Does restarting your connection help at all? /NY"
1093,@SpotifyCares is down?,"@USER Hey there! The website should be up and running. Are you getting any error messages when accessing the site? If so, can you send us a screenshot? /PB",App Bug & Performance,App Bug & Performance,False,False,@USER How about logging out &gt; restarting your device &gt; logging back in again? /KM
1493,@SpotifyCares do I need to open Spotify on my ps4 to connect my phone? Before the new update I was able to use my phone to connect instead,@USER Hey! We suggest opening Spotify first so Connect can see your PlayStation 4 as a device. More info here: /BX,App Bug & Performance,App Bug & Performance,False,False,"@USER If you're on a home WiFi network, can you restart the router before trying again? Let us know how it goes /JU"
334,"@SpotifyCares hey guys, how come when i play music off my laptop this static sound increases until i can't hear the original music","@USER Hey Kevin, that doesn't sound good. Just to check, is it happening to any track? What Mac OS and Spotify version are you using? /RK",Audio Playback Failure,Audio Playback Failure,False,False,@USER Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ
946,@SpotifyCares i'm in Portugal right now,"@USER Thanks! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LO",App Bug & Performance,App Bug & Performance,False,False,@USER Thanks for the info. Can you DM us with screenshots of the email and the site the link takes you to? We'll take a look /CB
777,"@USER @SpotifyCares hi Spotify,are there any extra requirement for approval on Spotify Artist?(beside register the band on the Spotify Artist app)",@USER Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: /JM,App Bug & Performance,App Bug & Performance,False,False,@USER Hey there! Can you let us know which country you're currently in? We'll take a look backstage /MA
552,@SpotifyCares not sure if it's my phone or your app but I keep skipping mid podcast to the next episode,@USER Hey there! Can you let us know your phone's operating system and the Spotify version you're running? We'll see what we can suggest /LO,Audio Playback Failure,App Bug & Performance,False,False,"@USER Hey Tia, help's here! Can you give us more info about what's happening? We'll see what we can suggest /KL"
1895,"@USER hey hey. small bug on desktop, maybe. The radio thumbnails as well as the play control bar sometimes pulse/flash weirdly.","@USER Hey Joseph, thanks for sending us those screenshots! Could you let us know what OS you're rocking, as well as your Spotify version? /TB",Audio Playback Failure,Audio Playback Failure,False,False,@USER Hey there! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check it out /NS
1310,@SpotifyCares Cont: I am using an Android system.,@USER Hi there. Can you DM us your account's email address? We'll take a look /LM,App Bug & Performance,App Bug & Performance,False,False,"@USER Got it. Does restarting your device - including removing the battery for 30 seconds, if possible - help at all? /KB"
1409,"@SpotifyCares Hello. I've turned off autoplay, yet Spotify keeps playing music I do not want after an album/playlist ends. Driving me nuts.",@USER Hey there! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /AR,Audio Playback Failure,Audio Playback Failure,False,False,@USER Hey Simon. What's happening exactly? Could you also let us know the iOS device and Spotify version you're using? /AY
1140,@SpotifyCares Only on High Sierra. I’m on version:,@USER Thanks! Could you try restarting your device and see if that'll make a difference? Keep us in the loop /JM,App Bug & Performance,App Bug & Performance,False,False,@USER Hmm. Can you let us know the OS X and Spotify versions that you're using? We'll see what we can suggest /CH
449,@SpotifyCares I keep getting automated replies with no help to my question,"@USER Not to worry, rest assured you're talking to a live person. Can you let us know how we can help you out? We'll see what we can suggest /MO",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Jeff, fire away with your question! We'd love to lend a hand /AR"
1402,@SpotifyCares I am having triuble with cancelling my premium as ther is no change or cancel option on my laptop or phone,"@USER Hey Maddison, help's here! No worries, you can cancel anytime by heading to Let us know if you need a hand /TR",Billing & Subscription,Billing & Subscription,True,True,"@USER Hey, the cavalry's here! Are you getting any error messages on the app right now? A screenshot of what's happening would come in handy /KB"
664,I need to listen to hands and xback spotify wont let me why @USER @USER,@USER Hi there. We'd love to have them on Spotify! Hopefully we will in the future. Check this out: /DR,App Bug & Performance,App Bug & Performance,False,False,"@USER Hi, help's arrived! Just to check, are you able to listen to your music after the ads finish? /DV"
1726,@SpotifyCares why none of the imagine dragons' songs are playable? it happened since a couple days ago! please fix it!,"@USER Hi there! Don't worry, we'll figure this out. Can you let us know what device and version of Spotify you're using? /DR",Audio Playback Failure,App Bug & Performance,False,False,@USER We see! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG
1573,"@USER doesn't work since yesterday with my audio's chromecast. Pbm is on Android &amp; IOs. Other apps work well like youtube, tunein, gmusic","@USER Hey, help's here! Can you let us know which Android and iOS version you're running on the devices that you're using to cast? /MA",Audio Playback Failure,App Bug & Performance,False,False,@USER We're glad to hear you want to join the band! Head here to apply: /LO
1589,@SpotifyCares what should I do if my album is currently under another bands spotify page? Trying to get access on Spotify for artists.,@USER Hey! You can contact our Artist team here: They'll be the best folks to help you out /ND,Content Availability,App Bug & Performance,False,False,@USER Hey! There's some more info on this here: Let us know if this helps 🙂 /M
114,@USER your web player is broken. Help.,@USER Hey Erin! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,Audio Playback Failure,Account & Login Access,False,True,@USER Hey there! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /DF
469,"@USER my music keeps stuttering, whether it's downloaded or streaming. I have premium. I already redownloaded the app on my phone.","@USER Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /KC",Billing & Subscription,Billing & Subscription,True,True,@USER Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG
1683,@SpotifyCares I'm using the latest version of Spotify on iOS 11.0.3,"@USER Thanks! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /QI",App Bug & Performance,App Bug & Performance,False,False,@USER Thanks for the info! Try restarting your device by holding Home + Lock for 10 seconds. Does that help? /JM
1648,@SpotifyCares I have not noticed anything else not working. Restart and log in/out did not work either.,@USER Got it. Does this happen when logging in to other devices as well? /SJ,Account & Login Access,Account & Login Access,True,True,@USER Hey Nick! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN
646,. @SpotifyCares @USER it’s been little over a year since @USER got bamboozled. can you guys fix the album art? thanks!,@USER Thanks. We'll get this reported. Great detective work! 🔍 /LS,Content Availability,Content Availability,False,False,@USER Alright! Let's try heading to and head to Apps. You can revoke the access to many apps from there. Let us know how it goes /BH
821,"@SpotifyCares So, you are human. Now update me on the status of the Touch Preview issue. You have received one month of complaints. What are next steps.","@USER We don't have any info to share right now, but as soon as we do, we'll make sure to let everyone know /PL",App Bug & Performance,App Bug & Performance,False,False,@USER Hey! We have more info about this here: Give us a shout if you have any questions 🙂 /T
548,"Yo @SpotifyCares, you got the wrong CL listed as the art for the song No Better Feelin' it should be @USER","@USER Hey Diego, we're here to help! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. We'll be right here /RV",App Bug & Performance,Content Availability,False,False,@USER Hi Code! It appears the album's release date is incorrect. Can you send over its Spotify link/URI? We'll take a closer look /ME
135,"@SpotifyCares hi there, for the last few months Spotify won’t load on my smart TV. It did previously, acc is still active but no love!",@USER Hi there! Can you let us know the make &amp; model of your smart TV? We'll see what we can suggest /NY,App Bug & Performance,Billing & Subscription,False,True,"@USER We're afraid that's not possible right now. In the meantime, check out Premium for Family here: Hope this helps /LP"
432,I hate that @USER never wants to work on my Playstation 4.,@USER Hey Courtney! What exactly is going on with your Spotify on the PS4? We'll do our best to help you out /BH,Audio Playback Failure,Feature Request & Feedback,False,False,@USER We're glad to hear you want to join the band! Head here to apply: /LO
1870,@SpotifyCares is there a particular reason behind the fact that I can only download 3333 titles per device when having Spotify premium?,"@USER Hi! We don't have any more info to share about this right now, but we'll let the right folks know you'd like to sync more tunes offline /MC",Billing & Subscription,Billing & Subscription,True,True,@USER Hey! Can you send us the Album Link? Just tap the three dots &gt; Share &gt; Copy Link. Can you let us know which songs have this issue? /NQ
1931,"@SpotifyCares Hi, my account has been hacked - email address and password changed. I need to revert this back ASAP. I received the email about the change 1 hour ago","@USER Hey there, we’re sorry to hear that. Check out for what to do next /NQ",Account & Login Access,Billing & Subscription,True,True,"@USER Hi there, that doesn't sound right! At this point, we recommend checking out for what to do next /RE"
1161,@SpotifyCares any idea when the French podcast section will be live on your platform?,"@USER Hey! We're afraid we don't have any info on this, but we'll let the right team know it's something you'd like to see /NJ",Feature Request & Feedback,App Bug & Performance,False,False,@USER Okay. When did this start to happen? Is it after a specific app update? /LO
1794,@SpotifyCares You guys basically did the same.... “if and when”,"@USER We don't have any more info on this right now, but we'll let the right team know it's something you'd like to see /QI",App Bug & Performance,Audio Playback Failure,False,False,"@USER Thanks for confirming! Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /AN"
1470,@USER you have a defect on iOS app where bottom menu disappears and oh man is it annoying!!,"@USER Hey Mark! What device, OS, and Spotify version are you using? A screenshot will come in handy too. We'll see what we can suggest /MC",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey, that doesn't look right. Can you let us know the iOS and Spotify version you're using? We'll see what we can suggest /JE"
644,@SpotifyCares I think it works on faster speeds? Idk the search bar has been kind of wonky lately,"@USER We understand. Can you try using a different internet connection, and see if it makes a difference? /GU",App Bug & Performance,App Bug & Performance,False,False,"@USER 2: haven't had a subscription before. Sign up here: Any questions, give us a shout /NG"
435,@USER @USER Your crappy app just downloaded heaps of songs on cellular data despite it being disabled in the app and used all my data. Wtf. Very angry.,"@USER Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",Playlist & Library Sync,App Bug & Performance,False,False,"@USER Hey, sorry to hear that! Check out the steps under “Downloaded songs won't play” at They should help with this /MG"
1342,"@USER I can't get spotify to play any songs. I was playing one, tried to skip it but then it just wouldn't play any songs at all.","@USER Hey Melanie, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Audio Playback Failure,Audio Playback Failure,False,False,"@USER 2: To reduce the number of Suggested Tracks you're getting, try adding more artists to your playlists. Hope that helps /CP"
1022,". @USER it's 2017, add an easily accessible sleep timer to your damn app already. Sincerely, every user. #SleepSpotifySleep #UpAllNight",@USER Hey! A sleep timer is a great idea. Help make it happen by adding support here: /NQ,App Bug & Performance,App Bug & Performance,False,False,"@USER Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ"
810,@SpotifyCares 💚you care. Thank you!,"@USER We sure do! In fact, we'd say... 💚 /TB",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Sam! We had a little hiccup backstage, but it should be working now. We're here if you need us 🙂 /GN"
1811,I still hate the fact that irresistible is not on spotify that song deserves better,@USER Hi there! Thanks for sharing your thoughts. Could you let us know the artist for this track? We'll take a look backstage /LP,Content Availability,App Bug & Performance,False,False,"@USER Hey Anita, help's here! Just to check, are you missing all of your saved songs and playlists? /CX"
1872,@SpotifyCares Version 8.4 Samsung Galaxy S8,"@USER Thanks for that info. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Gary, help's here! Do you get any error messages? If so, a screenshot will be handy. We'll see what we can suggest /CO"
1316,"@SpotifyCares (2/2) and I now have access to a new streaming chan called ""Web Player (Firefox)"", yet I don't have Firefox on my mac. Help me","@USER Hey Romain! Don't worry, we're here to help. Can you let us know OS X version you have installed? We'll see what we can suggest /MT",Audio Playback Failure,Content Availability,False,False,"@USER Hi! We currently don't have any info to share about this, but we'll pass your feedback on to the right team. Anything else, let us know /NY"
939,@USER are you having tech issues rn? I cannot connect,"@USER Hey Jay! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Varun, help's here! Could you let us know more about what's going on? We'll gladly lend a hand /JQ"
292,@USER is your app available to download on an Apple Watch?,"@USER Hi Gracie! Although the app is not currently available for the Apple Watch, be sure to check out the official idea and add your vote to let our devs know it's something you'd like to see: 🙂 /JI",Playlist & Library Sync,Content Availability,False,False,@USER 2: add your vote to let our devs know it's something you'd like to see: /RC
542,"@SpotifyCares Ok sorry. The question was if you plan to release ""A triumph for Man"" with Mew. Best regards, Per",@USER Got it. What country is your account set to? We'll check things out /AY,Billing & Subscription,App Bug & Performance,True,False,@USER 2: music you have needs to be downloaded again. Let us know how it goes /RA
505,"@SpotifyCares True but from the point of view of user interface, should automatically or at least add the button for refresh",@USER Thanks! It's great to hear your thoughts about having a refresh button. We'll be sure to forward your feedback to the right team /TQ,App Bug & Performance,App Bug & Performance,False,False,@USER Hi Adrian! Could you try getting Premium at on another browser or incognito window? Let us know if that helps /NJ
1525,After less than a day of testing @USER I've run into so many limitations. Lack of a combined (local+streamed) library is a deal-breaker.,@USER Hey Indrek! You can sync your local music files to your Spotify account. More info here: Hope this helps /CX,Audio Playback Failure,App Bug & Performance,False,False,"@USER Hi Mark, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at /GT"
1103,"Anyone else having issues connecting to @USER Phone says I'm offline, web just gives me spinning circle of death :(","@USER Hi Kathryn! Can you let us know your phone's operating system and Spotify version? Also, what browser are you using? /NY",Playlist & Library Sync,App Bug & Performance,False,False,"@USER Hey Varun, help's here! Could you let us know more about what's going on? We'll gladly lend a hand /JQ"
538,Thor OST please @USER,"@USER Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /WW",App Bug & Performance,App Bug & Performance,False,False,@USER Sweet. Are you getting any specific error messages? A screenshot would come in handy /NS
1529,"@USER Hi! I recieved a gift card, but somehow I can't redeem it. #help","@USER Hey Nadi! Can you DM us your account's username or email address, and the code you're trying to redeem? We'll see what we can suggest /AP",Billing & Subscription,App Bug & Performance,True,False,"@USER Hi! We're afraid that's not possible, but you can get that lucky person an e-card from the site. Just go to /GS"
1197,"@USER why did you change the order of the songs in the playlist ""This is: Deadmau5""? It was good as it was.",@USER Hey! Thanks for the feedback. We'll make sure to pass on your feedback to our Curation team. Let us know if there's anything else /RC,Audio Playback Failure,Audio Playback Failure,False,False,@USER Hey! Can you let us know the make/model of your mobile device or the operating system you're using? We'll see what we can suggest /NQ
877,"Hey @USER, you might wanna improve some parts of your Android app's sign-in UI",@USER Hey there! Thanks for sharing your thoughts. Could you DM us your account's username or email address? We'd love to lend a hand /LP,Feature Request & Feedback,App Bug & Performance,False,False,"@USER Hi there, we're here to lend a hand. What country is your account set to? We'll take a look backstage /AK"
1838,"Arrgh, #spotify web player threw me out and now the login on any as a whole seem broken. @USER @USER","@USER Hey Tom! That doesn't sound good. Can you try restarting your device, then log out and back in? Let us know how it goes /AU",Account & Login Access,Audio Playback Failure,True,False,@USER Hey Erin! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL
1195,"@SpotifyCares Hmmmm, seems I cannot pick a Bewerbung password. Incorrect token. 🤔",@USER We're afraid this is something for our Accounts team. We'd suggest following the steps on the link we sent above. Hope that helps /AC,Account & Login Access,App Bug & Performance,True,False,"@USER We’re sorry to hear that. Check out for what to do next. If you need anything else, let us know /JK"
817,"@SpotifyCares no messaged or anything it just won't play any songs,I've tried restarting computer logging out both off my phone and laptop.",@USER Can you try clearing your browser's cache and cookies? Let us know if that makes a difference /RH,Audio Playback Failure,Audio Playback Failure,False,False,"@USER Hey Celia, that doesn't sound good. Can you let us know what device, operating system, and Spotify version you're using? /RK"
741,@SpotifyCares I’ve tried that and I get nowhere. They don’t address my issues and ignore what I say. You aren’t doing anything to help either.,"@USER 2: Give us the head's up when you have, and we'll be sure to get this chased up /K",App Bug & Performance,App Bug & Performance,False,False,"@USER Got it. Just to check, do you have an SD card attached to your Samsung S8+? If so, could you try removing the SD card &gt; reinstalling the app &gt; reinserting the SD card to your phone &gt; resyncing your offline songs? Keep us posted /MT"
283,"i hate that i always find myself googling @USER / @SpotifyCares problems and for various things, there are multiple posts over the years but no features are added. currently, blocking - just an inconvenience for me, but some seem to have a real need for it? Just seems weird","@USER Hey, sorry to hear that! We'd love to help out. Can you let us know what's happening exactly? We'll see what we can suggest /MU",Feature Request & Feedback,Audio Playback Failure,False,False,@USER Hey! That's definitely real. Just select Find Tickets to get started /JL
1043,So @USER @SpotifyCares really hasn't fix this glitch 😒 Fifth Harmony losing Streams D*mmit,"@USER Hi! To make sure we're on the same page, can you tell us what's happening exactly? Does this happen with any devices you play this on? /CO",Audio Playback Failure,App Bug & Performance,False,False,"@USER Hey! If you're looking at the Top 10 Popular songs of an artist, numbers should be visible on the right side of the track title. On the other hand, if you're looking at the songs per Album, you just have to hover to the parallel lines beside each track length. Hope this helps /KM"
1010,"@SpotifyCares hi there, I can’t seem to change my card details to continue premium account","@USER Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS",Billing & Subscription,Billing & Subscription,True,True,"@USER Sure. Just to check, is this happening on a specific track or album? Does restarting your device help at all? /AK"
186,Long term @USER premium user here. Is there any timeline to integrate lyrics in the app? I'd put up with an ad for this feature.,"@USER Hey there! Can you tell us what device, operating system, and version of Spotify you're using? We'll see what we can suggest /SY",Billing & Subscription,Billing & Subscription,True,True,"@USER Hey! Can you check if you're listening to a Genius-powered track, and try following these steps Let us know how it goes /KM"
1547,Far out I actually can’t believe how glitchy my Spotify is being lately... plz get it together @USER,"@USER Hey Sam! That doesn't sound good. Can you let us know what's happening exactly? Also, which device/OS and Spotify version are you using? /YM",App Bug & Performance,App Bug & Performance,False,False,"@USER Thanks for confirming! Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /AN"
96,@USER @USER @USER @USER @SpotifyCares - Please work together and get Spotify's playlists working on Roku. K thx bye.,"@USER Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /QI",Audio Playback Failure,Account & Login Access,False,True,"@USER Hey! That's odd. What device, OS, and Spotify version are you using? Also, how long has this been happening for? /CB"
1763,Okay @USER. How the hell does my music KEEP getting paused even after changing my Facebook password AND using the log out everywhere?,"@USER Hey, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Account & Login Access,Account & Login Access,True,True,@USER Hey Richard! We’re sorry to hear that. Check out for what to do next /CH
224,"@SpotifyCares Nine of that applies to me, at least not that i know of. My sd card works with everything else.","@USER Thanks for the info. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /NY",App Bug & Performance,App Bug & Performance,False,False,@USER Alright. Can you let us know what device and Android version you're running? Could you also try using a different SD card? /LM
313,Hi! I am currently using a Galaxy S6 edge+ and vERSION 8.4.26.770 ARMv7. I updated the app not too long ago. I have the same issue on my desktop app and on the website.,@USER Thanks. Can you send us a screenshot of the tracks that are grayed out? We'll check them out /NY,App Bug & Performance,App Bug & Performance,False,False,@USER Best thing to try here is a reinstall. Just follow the steps at Let us know how it goes /CP
1285,"Hey @SpotifyCares, an important question...if I upgrade to the family plan today, will I be billed today or at the usual time of the month? Thanks!",@USER Hi! Your billing date will be moved a few days earlier. This is to make up for the difference in price. Hope this info helps 🙂 /DR,Billing & Subscription,App Bug & Performance,True,False,"@USER Hi Abby! Don't worry, we've got your back. Does clearing cache/cookies help at all? Can you try setting up the Family plan at on another browser or incognito window? Let us know how it plays out /NJ"
327,@SpotifyCares My Windows version is 10586 (the Spotify version I don't know),@USER Got it. Can you check your current Spotify version by clicking Help &gt; About Spotify? We'll be right here waiting /KB,App Bug & Performance,App Bug & Performance,False,False,@USER Are you getting a specific error message when you tap on any of your saved tracks? A screenshot of what's happening would be handy /KB
1622,@SpotifyCares Help,"@USER Hey Arron, help's here! How long has this been happening? Can you try restarting the app, then logging back in? Let us know how it goes /SJ",App Bug & Performance,App Bug & Performance,False,False,"@USER Hi there. Don't worry, help's here. Can you send us your username or email address so we can take a look? /JU"
1393,"@SpotifyCares What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?","@USER We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB",Audio Playback Failure,Audio Playback Failure,False,False,@USER Thanks. Can you reinstall the app on your PlayStation before trying one more time? Let us know how it goes /JU
1221,"@SpotifyCares um, poor algorithmic music selection?","@USER Sorry for the confusion. Is this happening on your Discover Weekly, Daily Mixes, or other suggested content? /JP",App Bug & Performance,App Bug & Performance,False,False,@USER Hey there! Can you let us know what's happening exactly? We'd love to lend a hand /NS
130,@SpotifyCares Sure it’s an iPhone 6s on iOS 11.1.1 and version 8.4.26.793 I’m on a Premium Account as well,"@USER Thanks for the info. Can you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB",Billing & Subscription,Billing & Subscription,True,True,"@USER Got it. Do you come across any error messages when your playback stops? If so, can you send us a screenshot? /JU"
788,@SpotifyCares is there a way to see recently deleted Shazams? Had a few duplicates and deleted one and now the original is gone,@USER Hey! This looks like something the folks at Shazam might be able to help out with. We'd suggest reaching out to them for more info /RH,Playlist & Library Sync,App Bug & Performance,False,False,"@USER Hey Peter! Help's here. Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /MG"
781,"hello @SpotifyCares Will you support Opera web browser for the web spotify too? I am sad to see that is only available on firefox, edge and google chrome 😭","@USER Hi! We currently don't have any info to share about this, but we'll pass your feedback on to the right team. Anything else, let us know /NY",Content Availability,App Bug & Performance,False,False,"@USER Just to check, are you receiving any error messages when trying to log in using our web player? If so, can you send us a screenshot? /DR"
1220,Yoooo @USER got this lifting sanctions off Sudan wrong! I can't use the app without vpn for the 1st time in 2 years wtf,"@USER 1: Hey! We're afraid Spotify isn't available in Sudan yet. Don't worry, we're launching in new countries as often as possible. Be sure to...",App Bug & Performance,App Bug & Performance,False,False,@USER Hey Serge! The Stranger Things Mode is in partnership with Netflix to promote the latest season of Stranger Things. It's a cool feature available for users who stream from the official playlists of the series. You can try it out to see for yourself 🙂 /JE
958,@SpotifyCares indonesia!,"@USER Hmm, is this what you're looking for: /MA",App Bug & Performance,App Bug & Performance,False,False,"@USER 2: By the way, you can also sign up for the student discount using a debit card. Let us know if you have any questions /KB"
1083,"@SpotifyCares It never showed up, only on different accounts....compared all...all settings the same...still not working",@USER No worries. Can you DM us your account's email address? We'll take a look backstage /DV,Account & Login Access,App Bug & Performance,True,False,"@USER Hey Pam! Although the track is sung by Fifth Harmony, it's part of the OST for the film ""The Star"". Hope this clears things up /MG"
514,"@USER @SpotifyCares for some reason my activity on Spotify no longer shows on facebook, how do i fix that? the last time it showed a song was the 25th of September","@USER Hey Bradley! We're afraid we no longer share your listening activity to Facebook. Rest assured, your feedback will be passed on to the right folks /LP",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Gillian, help's here. What's happening exactly? If you could also let us know the device, operating system, and Spotify version you're using, that'd be great /AY"
