thread_id,customer_text,historical_reply,true_intent,predicted_intent,should_escalate,predicted_escalate,escalation_reason,draft_reply
775,@USER hi ya question why does my music skip if it's downloaded or streaming #veryanoying,@USER Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG,Audio Playback Failure,Audio Playback Failure,False,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! Sorry about the skipping, that's super annoying. 🎧 Try clearing your cache or reinstalling the app to see if that fixes it. /AI"
161,"@USER @USER Hmm. 🤔 The song is still there when I search and plays fine, but not listed as part of the album (as it’s been every time before).",@USER @USER Hey Linds! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll look into this for you /MS,Audio Playback Failure,Content Availability,False,False,"The issue is a catalog metadata discrepancy where a track is missing from an album view, which is a content availability concern rather than a technical failure.","Hey! That’s definitely weird. Since it plays fine, it’s likely a catalog sync hiccup on our end. We’ve flagged this for our content team to fix the album listing. Thanks for spotting it! 🎧 /AI"
1130,@SpotifyCares S8+. Version 8.4.24.871 armv7,@USER Thanks! Could you try restarting your device for 30 seconds? Let us know if you see any difference /LD,App Bug & Performance,App Bug & Performance,False,False,"User provided device and version details likely for troubleshooting a technical issue, which can be handled by support.","Thanks for the details! We've noted your device and app version. Is there a specific issue you're running into, like crashes or glitches? Let us know so we can help! 📱 /AI"
600,"@SpotifyCares Version 1.0.68.407.g6864aaaf now, but the freeze happened shortly after I started up and got the 'updating' message. Windows error logs don't seem to have anything.",@USER Thanks for letting us know. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /AL,App Bug & Performance,App Bug & Performance,False,False,This is a standard app performance issue that can be resolved with troubleshooting steps.,"Sorry to hear the app froze on startup! 🥶 Since the logs are clear, try clearing the cache or reinstalling the app to see if that fixes it. Let us know if it persists! /AI"
1698,@SpotifyCares i cant login to my premium for family account ... my profile is showing as free for some reason,@USER Hey! Can you DM us your account's username and email address? We'll take a look behind the scenes /JL,Billing & Subscription,Account & Login Access,True,True,"The user is experiencing login issues and an incorrect account status, which requires manual account verification.","Hey! That sounds frustrating. Since you're having trouble logging in and your plan status looks off, I'm looping in a human specialist to sort this out for you. Hang tight! /AI"
1287,@USER @SpotifyCares need support,"@USER Hey Ferry! Don’t worry, we'll look into this. What’s happening exactly? Can you let us know the operating system you’re using? /MS",App Bug & Performance,Account & Login Access,False,True,"The user is requesting general support without specifying the issue, which requires human triage to determine the specific problem.",Hey there! We're here to help. Could you give us a little more detail about what's going on? /AI
1266,"@USER Now, I have a error code:2 (Service is temporaly unavailable) is this correct?","@USER Hey Gerardo! Help's here. Can you let us know what device, operating system, and version of Spotify you're using? We'll check backstage /AN",Billing & Subscription,App Bug & Performance,True,False,The user is reporting a temporary service error code which is a technical performance issue that can be addressed with standard troubleshooting steps.,"Hey! That error code usually means our servers are taking a quick breather. 🛠️ Try restarting the app or checking your connection in a few minutes. If it sticks around, let us know! /AI"
1813,"@SpotifyCares When I go to OFFLINE mode the downloaded songs I have will not play Doesn't happen all the time, but has happened more than once on Samsung8",@USER That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Audio Playback Failure,Audio Playback Failure,False,False,This is a playback issue that can be resolved with standard troubleshooting steps.,Hey! Sorry your offline mode is acting up. Try clearing the app cache or reinstalling the app to see if that fixes it. Let us know if it persists! 🎧 /AI
1764,@SpotifyCares I already tried a different browser and now I just tried incognito. No difference. Still frozen.,@USER Got it. Can you try restarting your device and see if that helps at all? Keep us posted /AG,App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a performance issue (freezing) which is an auto-resolvable technical bug, not an account or billing issue.","Sorry to hear it's still frozen even in incognito! 🥶 Try clearing your browser cache or trying a different device to rule out local issues. If it persists, let us know so we can dig deeper. /AI"
740,"@SpotifyCares This is the track that's wrong: spotify:track:2VQc9orzwE6a5qFfy54P6e On the album, there are two different songs called ""Blessings"" - track 5 and 14. The system just has the second one (track 14, spotify:track:5IdQEHgtmj9th3OkfQKhf8 ) in both spots.",@USER Thanks! Can you also let us know the country you're account is currently set to? /LO,Content Availability,Content Availability,False,False,"This is a metadata or catalogue error regarding specific track mapping, which is typically handled by the content team rather than immediate human escalation.",Thanks for flagging that mix-up! It looks like the album metadata got a bit tangled with those duplicate titles. I've passed this along to our content team to get the correct tracks mapped to the right spots. 🎧 /AI
1182,@USER ok honestly this is doing my nut in now whys it keep playing other random playlists when I’m tryna listen to one album??,"@USER Hey there! What device, operating system, and Spotify version are you on? Are you rocking Free or Premium? /AY",Audio Playback Failure,App Bug & Performance,False,False,The user is reporting a playback behavior issue that can be resolved with troubleshooting steps.,"We're sorry for the mix-up! It sounds like the app might be stuck in a weird state. Try restarting the app or checking your playback settings to ensure 'Shuffle' is off. If it persists, let us know! /AI"
393,@SpotifyCares I’m using the newest version of iOS and the 8.4.25 version of spotify,@USER Thanks. Could you let us know the exact iOS device and version? We'll see what we can suggest /RS,App Bug & Performance,App Bug & Performance,False,False,"User provided version details likely in response to a troubleshooting request, which is a standard auto-resolvable step.",Thanks for the info! We'll use that to help troubleshoot. What specific issue are you running into? 🎧 /AI
1442,@SpotifyCares Is the lyrics feature coming back like you guys said 10 months ago?,"@USER Hi! We hear you. Any updates will be posted at We'd recommend voting to support the idea, too /MU",Feature Request & Feedback,Feature Request & Feedback,False,False,This is a general inquiry about feature availability and does not meet escalation criteria.,"Hey! We know the wait has been long. We're always working on improving the experience, so keep an eye on your app for updates! 🎶 /AI"
142,@SpotifyCares this is not cool!,@USER Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM,App Bug & Performance,Feature Request & Feedback,False,False,The tweet expresses general frustration without specific details indicating a critical system failure or account issue.,Hey! We're sorry to hear you're feeling that way. Could you share a bit more about what went wrong so we can help? /AI
93,The new MacOS High Sierra update has broke the media controls on my MBPro keyboard - they no longer function?! @SpotifyCares @USER,@USER Hey Grant! Can you tell us when this started happening? Was it after an app update? /CH,App Bug & Performance,App Bug & Performance,False,False,This is a known compatibility issue with the OS update that can be resolved with troubleshooting steps.,"Hey! Sorry about the keyboard controls acting up after that update. Try restarting your Mac and ensuring Spotify is set as the default media player in System Preferences. If it's still glitchy, let us know! /AI"
1354,@SpotifyCares Thanks! iOS version 11.0.3 and Spotify version 8.4.22.515,@USER 2: your account's email address and we'll take a look backstage /RR,App Bug & Performance,App Bug & Performance,False,False,User is providing technical details for a potential app issue which can be handled by standard support protocols.,"Thanks for the details! We'll take a look at those versions. If the issue persists, try clearing the cache or reinstalling the app. Let us know if that helps! 🎧 /AI"
466,"@SpotifyCares I have a Samsung as a phone, and I would like to download the video of the video to my phone","@USER Okay. Just to clarify, are you looking to download a video that you've found on your Spotify app onto your mobile device? Keep us posted /JI",Playlist & Library Sync,Feature Request & Feedback,False,False,"User is requesting a feature to download video content, which is not currently supported.","Hey there! While we can't download videos to your phone just yet, you can definitely stream them on the app. We've passed your feedback along to the team! 📱 /AI"
1583,.@USER do you care to explain why AM to PM by Christina Milian is not available on US Spotify?!?,"@USER Hey there, help's here! Are you getting any error messages when trying to play the song? Keep us in the loop /KL",Content Availability,Content Availability,False,False,This is a standard content availability issue which can be resolved with a standard explanation.,"Hey there! We're sorry that 'AM to PM' isn't available in your region right now. Sometimes licensing deals prevent certain tracks from showing up in specific countries. We're always working to expand our catalog, so keep an eye out for updates! 🎧 /AI"
592,@SpotifyCares I can't pay for my subscription because the form keeps expiring.,@USER Hey Niki! Does using an incognito window/private browser help at all? Let us know how that goes /TF,Billing & Subscription,Billing & Subscription,True,True,"The user is experiencing a payment processing failure that prevents subscription renewal, requiring manual billing intervention.","Hey! That sounds super frustrating. 😓 Since payment issues can be tricky, I'm flagging this for our billing team to take a closer look and get you sorted. /AI"
163,"@SpotifyCares The iOS app nags me about being offline every time I turn on the phone with Spotify open and I have the phone in airplane mode. Even when I have the app in offline mode. This makes using the app during flights a frustrating, annoying, painful, and slow experience.","@USER Hey there! We're here to help. Can you tell us what device, operating system and version of Spotify you're using? /LF",Billing & Subscription,App Bug & Performance,True,False,"This is a UI/UX annoyance regarding offline mode notifications, which falls under app performance and can be addressed by the support team without immediate escalation.","Hey there! Sorry about the annoying pop-ups during your flight. 🛫 We'll pass this feedback to the team to improve the offline experience. In the meantime, try toggling Airplane Mode off and on again to see if it clears the notification. /AI"
1751,@USER @SpotifyCares Same. Seems to be the UK site is the only thing not working,"@USER Thanks for sharing. We'll look into it. Have you tried using a private/incognito window or a different browser? By the way, what is it that you were trying to do? We'll see if there's something we can do from here /CO",App Bug & Performance,App Bug & Performance,False,False,This appears to be a regional service outage or app performance issue which can be addressed with standard troubleshooting steps.,"Sorry to hear the UK site is acting up! 🇬🇧 Please try clearing your app cache or reinstalling the app to see if that fixes it. If it persists, our team is looking into it. /AI"
1774,"@SpotifyCares yep, but iys haooen too often",@USER Is this happening to this album alone? Could you check other tracks/albums as well? We'll wait for your reply /JP,App Bug & Performance,App Bug & Performance,False,False,The user is reporting a recurring technical issue which falls under auto-resolution for app bugs.,"Sorry to hear it's happening so often! Please try clearing your app cache or reinstalling the app to see if that helps. If it persists, let us know your device type so we can dig deeper. /AI"
206,@USER I can I purchase the premium??,"@USER Hey there! To enjoy Spotify Premium, just go here: Let us know how it goes /RE",Billing & Subscription,Billing & Subscription,True,True,"The user is inquiring about purchasing a subscription, which falls under billing and account management.","Hey there! To upgrade to Premium, just head to the Account section in the app or visit spotify.com/premium. Let us know if you hit any snags! /AI"
928,"If @USER doesn’t quit pausing my music when I get a notification, im switching to Apple Music",@USER Hey Logan! The cavalry's here. Could you tell us the iOS and Spotify version you're currently on? We'll see what we can suggest /KB,App Bug & Performance,App Bug & Performance,True,True,The user is threatening to churn due to persistent app behavior issues.,We're really sorry about the interruptions! That's not the experience we want for you. We've flagged this for our tech team to look into immediately. Please don't go anywhere yet! 🎧 /AI
1301,"feature request for @USER mac app, profiles like work, home etc. I hate disabling/enabling proxy when at home/work :(","@USER Hey Baran, this sounds like a great idea! Suggest it in our Community at and get support from other users /TB",Feature Request & Feedback,Feature Request & Feedback,False,False,"This is a product suggestion regarding app functionality, not a technical failure or account issue.",Hey! We hear you—switching proxies is definitely a pain. We've passed this feedback along to our product team to see if we can make profile management smoother on Mac. Thanks for the idea! 🎧 /AI
1708,"@SpotifyCares It’s an IPhone SE, it’s weird as every other artist is playing fine",@USER Got it! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Audio Playback Failure,Audio Playback Failure,False,False,This is a specific playback issue on a single device that can be resolved with standard troubleshooting steps.,"That’s definitely frustrating! Since other artists are working, try clearing the app cache or restarting your iPhone SE. If it persists, let us know which specific track is acting up! 🎧 /AI"
747,"@SpotifyCares help please! This is on my Windows desktop app and this keeps popping up. Have restarted, logged out all devices, changed password. Been going for a couple days now and no help that I can find online.",@USER Hi Steve! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /DN,Account & Login Access,Account & Login Access,True,True,"The user is experiencing persistent login or account access issues on the desktop app despite troubleshooting, which requires manual account review.","Hey there! 😟 Sorry to hear you're stuck in a loop with your account access. Since you've already tried the usual fixes, let's get a specialist to take a closer look at your profile. I've flagged this for our team to help you get back in. /AI"
333,@USER y’all lame for not letting mobile phones set pics on our playlists,@USER Hi there! Thanks for the feedback. We'll pass it onto the right team. Let us know if there's anything else we can do to help /DV,Audio Playback Failure,Feature Request & Feedback,False,False,This is a standard feature request regarding playlist customization.,We hear you! We've passed this feedback along to our product team to see if we can add custom playlist images on mobile. Thanks for the suggestion! 🎨 /AI
758,@SpotifyCares I am always using incognito browsing =)),@USER Got it. How about trying it out on another browser? Does it make any difference? /GK,App Bug & Performance,Feature Request & Feedback,False,False,No escalation needed as this is a general comment or feedback about user behavior.,"Haha, we respect the privacy! 🕶️ Just a heads up, Spotify doesn't actually use browser cookies for your account data, so you're safe either way. /AI"
727,@SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,@USER Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS,Billing & Subscription,App Bug & Performance,True,False,This is a functional bug regarding playback controls that can be resolved with troubleshooting steps.,"Hey! That sounds like a glitch with the playback controls. Try toggling shuffle off and on again, or restarting the app to reset the state. If it persists, let us know! /AI"
429,@SpotifyCares I have tried this several times but it does not work,"@USER Got it.Is this happening while connected to WiFi, 3G/4G or both? /KL",App Bug & Performance,Audio Playback Failure,False,False,"The issue is a general playback failure which is auto-resolvable, and there are no specific indicators of billing, account, or extreme frustration requiring escalation.","Hey! Sorry to hear you're stuck. Could you tell us a bit more about what's happening? Is it a specific song, the whole app, or a certain device? That'll help us fix it for you. 🎧 /AI"
1372,Why can't I add a song to my playlist @USER @SpotifyCares,"@USER Hey Lizbeth, help's here! Are you getting any error messages when you try to add playlists? A screenshot would also be helpful /JN",Audio Playback Failure,App Bug & Performance,False,False,This is a functional issue that can be resolved with standard troubleshooting steps.,"Hey! That's super annoying. Try restarting the app or checking your internet connection. If it still won't let you add the song, let us know which device you're on so we can dig deeper! 🎧 /AI"
546,".@USER The debut album from Stormwarrior is self titled, not called ""Same"".",@USER Hey there! Could you let us know what device/OS you're using? We'll take a look backstage /DF,Content Availability,Feature Request & Feedback,False,False,"This is a correction regarding metadata accuracy, which is handled as general feedback rather than a critical system failure.",Thanks for the heads-up! We've passed this along to our metadata team to get that album title sorted out. 🎧 /AI
1437,@USER @USER @USER sad to say Spotify is not in India,@USER Hey Prajwal! We're launching in new countries as often as possible. Be sure to add your email at /K,App Bug & Performance,Content Availability,False,False,"The user is inquiring about regional service availability, which is a standard support query.","We hear you! We're working hard to bring Spotify to more regions, but we aren't in India just yet. Keep an eye on our socials for updates! 🌍 /AI"
1918,@SpotifyCares Eastern time,"@USER 2: If you don't have that device, we're afraid it won't be possible to see your History. Do you recall the genre/lyrics of this track? /LP",App Bug & Performance,Feature Request & Feedback,False,False,The user is likely requesting a feature to display times in Eastern Time or providing feedback on the current time zone display.,Hey there! We hear you on the time zone preferences. We've passed this feedback along to our product team to see if we can make time displays more flexible for you. Thanks for the suggestion! 🕒 /AI
1399,@SpotifyCares Works with keyboard and Beats Solo 3 tho,@USER Thanks for that info. Can you try the steps here for us: They should help with this. Let us know how it goes /JI,App Bug & Performance,App Bug & Performance,False,False,"The user is providing troubleshooting details regarding a device-specific issue, which can be handled with standard support steps.","Thanks for the update! That helps narrow it down. Since it works with other devices, it might be a specific connection or driver issue with that pair. Have you tried restarting your phone and the headphones? Let us know if that helps! /AI"
1327,"@SpotifyCares Are you really relying on your customers to determine release dates? 😲 The One-T ODC = 2003, The One-T's ABC = 2006","@USER Thanks for sending this over. We've reported this to our Content team, who will be taking a closer look at this soon. If you need anything else, just shout! /K",Content Availability,Content Availability,False,False,The user is providing factual corrections regarding release dates rather than reporting a technical failure or billing issue.,Thanks for the heads-up on those dates! We'll pass that info along to our content team to ensure our metadata is as accurate as possible. 📅 /AI
146,@SpotifyCares Avrx2000 Denon amp . Using Spotify app on Samsung s 6 .via wireless set up .says connected on the amp but isn't connecting via the phone and app.,"@USER Thanks for the info. As we look to improve the overall Spotify experience, we are removing the app's integration from the Denon Avrx2000. There's more info here: We hope this clears things up. Let us know if you have any other questions /LM",App Bug & Performance,App Bug & Performance,False,False,"This is a connectivity issue between the app and external hardware, which is typically resolved with troubleshooting steps rather than human escalation.","Hey! Wireless connections can be tricky sometimes. Try restarting both your phone and the Denon amp, and make sure they're on the same Wi-Fi network. If it still won't connect, check your Spotify app settings to ensure Bluetooth or Wi-Fi casting is enabled. Let us know if that helps! /AI"
1247,@SpotifyCares will tablet mode work on a samsung galaxy tab E ? The screen dimensions are 9.6 inches.,@USER Hi Jae! Could you check if your device meets the system requirements at We'll keep an eye out for your reply /LP,App Bug & Performance,Feature Request & Feedback,False,False,"This is a general product compatibility inquiry, not a technical failure or account issue.","Hey there! Tablet mode is designed for larger screens, so it should work great on your 9.6-inch Galaxy Tab E. Enjoy the bigger view! 📱✨ /AI"
1300,@SpotifyCares It doesn’t let me click the filter bar when editing my playlist and there is no option in the (...) next to the song that says delete,"@USER Hmm. Just to check, does the filter not allow you to enter any text at all? Can we also have you send over a screenshot of the options available to you once the (...) button has been selected? We'll see what we can suggest /JI",Audio Playback Failure,App Bug & Performance,False,False,This is a UI interaction issue that can be resolved with troubleshooting steps.,"Hey! That sounds like a UI glitch. Try force-closing the app and restarting it, or clearing the cache if you're on Android. If it persists, let us know! /AI"
350,@SpotifyCares I have a samsung s7 edge. I have the newest Spotify update and the same for my phone.,@USER Have you tried logging out &gt; restarting your device &gt; logging back in? See if that helps /RH,App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a technical issue on a specific device, which falls under auto-resolvable app performance categories.","Hey! Thanks for the details. Since you're on the latest updates, could you tell us exactly what's going wrong? Is it crashing, freezing, or acting weird? Let's get that sorted! 📱 /AI"
1093,@SpotifyCares is down?,"@USER Hey there! The website should be up and running. Are you getting any error messages when accessing the site? If so, can you send us a screenshot? /PB",App Bug & Performance,App Bug & Performance,False,False,General service status inquiry can be handled with standard troubleshooting or status page link.,"Hey! We're up and running on our end. If you're seeing issues, try restarting the app or checking your connection. Let us know if it persists! 🎧 /AI"
1493,@SpotifyCares do I need to open Spotify on my ps4 to connect my phone? Before the new update I was able to use my phone to connect instead,@USER Hey! We suggest opening Spotify first so Connect can see your PlayStation 4 as a device. More info here: /BX,App Bug & Performance,Feature Request & Feedback,False,False,"The user is inquiring about a change in functionality and suggesting a feature improvement, which does not require escalation.","Hey! Thanks for the feedback. Currently, you do need to have the app open on the PS4 to initiate the connection, but we've passed your suggestion along to the team to see if we can make that easier in the future. 🎮📱 /AI"
334,"@SpotifyCares hey guys, how come when i play music off my laptop this static sound increases until i can't hear the original music","@USER Hey Kevin, that doesn't sound good. Just to check, is it happening to any track? What Mac OS and Spotify version are you using? /RK",Audio Playback Failure,Audio Playback Failure,False,False,This is a technical audio issue that can be resolved with standard troubleshooting steps.,"That sounds really annoying! 🎧 Try restarting your laptop and checking your audio drivers. If it persists, let us know what device you're using so we can dig deeper. /AI"
946,@SpotifyCares i'm in Portugal right now,"@USER Thanks! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LO",App Bug & Performance,Feature Request & Feedback,False,False,"The user is sharing their location, likely in response to a previous prompt or as general context, without reporting a specific technical issue or billing dispute.","Hey! Thanks for letting us know you're in Portugal. Is there a specific issue you're running into while traveling, or just checking in? Let us know how we can help! 🇵🇹 /AI"
777,"@USER @SpotifyCares hi Spotify,are there any extra requirement for approval on Spotify Artist?(beside register the band on the Spotify Artist app)",@USER Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: /JM,App Bug & Performance,Feature Request & Feedback,False,False,"This is a general inquiry about artist onboarding requirements, not a technical failure or account issue.","Hey there! 👋 Usually, just having your music distributed through a partner is enough to get verified. If you're stuck, check the Artist Hub for the latest steps. Let us know if you hit a wall! /AI"
552,@SpotifyCares not sure if it's my phone or your app but I keep skipping mid podcast to the next episode,@USER Hey there! Can you let us know your phone's operating system and the Spotify version you're running? We'll see what we can suggest /LO,Audio Playback Failure,Audio Playback Failure,False,False,This is a playback issue that can be resolved with standard troubleshooting steps.,"Hey! That sounds annoying. Try clearing the app cache or restarting your phone to see if that fixes the skipping. If it persists, let us know! /AI"
1895,"@USER hey hey. small bug on desktop, maybe. The radio thumbnails as well as the play control bar sometimes pulse/flash weirdly.","@USER Hey Joseph, thanks for sending us those screenshots! Could you let us know what OS you're rocking, as well as your Spotify version? /TB",Audio Playback Failure,App Bug & Performance,False,False,This is a visual UI glitch that can be resolved with standard troubleshooting steps.,Hey! That pulsing effect sounds like a rendering hiccup. Try restarting the desktop app or clearing the cache to see if that fixes it. Let us know if it persists! /AI
1310,@SpotifyCares Cont: I am using an Android system.,@USER Hi there. Can you DM us your account's email address? We'll take a look /LM,App Bug & Performance,App Bug & Performance,False,False,"The user is providing device context, likely in response to a previous troubleshooting step or as a precursor to reporting a technical issue, which falls under auto-resolvable app performance categories.","Got it, thanks for the info! Let us know if you're running into any specific glitches or crashes on Android so we can help you out. 📱 /AI"
1409,"@SpotifyCares Hello. I've turned off autoplay, yet Spotify keeps playing music I do not want after an album/playlist ends. Driving me nuts.",@USER Hey there! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /AR,Audio Playback Failure,App Bug & Performance,False,False,This is a known settings/behavior issue that can be resolved with troubleshooting steps.,"Hey! Sorry about the unwanted music. Try toggling Autoplay off again in Settings > Playback, or check if 'Continue playing' is enabled. If it persists, a quick app restart usually fixes it. 🎧 /AI"
1140,@SpotifyCares Only on High Sierra. I’m on version:,@USER Thanks! Could you try restarting your device and see if that'll make a difference? Keep us in the loop /JM,App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a technical issue related to a specific OS version, which is an auto-resolvable app performance matter.",Hey! Thanks for the details. High Sierra can be a bit tricky with newer app versions. Could you try clearing the cache or reinstalling the app? Let us know if that helps! 🎧 /AI
449,@SpotifyCares I keep getting automated replies with no help to my question,"@USER Not to worry, rest assured you're talking to a live person. Can you let us know how we can help you out? We'll see what we can suggest /MO",App Bug & Performance,Feature Request & Feedback,False,False,The user is expressing frustration with the support experience rather than reporting a specific technical failure or billing issue.,"We're really sorry you're hitting a wall with our automated responses! 😔 We're always working to improve how we help, so we've passed your feedback along to the team. Thanks for sticking with us! /AI"
1402,@SpotifyCares I am having triuble with cancelling my premium as ther is no change or cancel option on my laptop or phone,"@USER Hey Maddison, help's here! No worries, you can cancel anytime by heading to Let us know if you need a hand /TR",Billing & Subscription,Billing & Subscription,True,True,"The user is unable to access the cancellation option for their subscription, which requires manual account intervention.","Hey there! I'm sorry to hear you're having trouble finding the cancel option. Since this involves your subscription status, I've flagged this for our billing team to help you out directly. Hang tight! /AI"
664,I need to listen to hands and xback spotify wont let me why @USER @USER,@USER Hi there. We'd love to have them on Spotify! Hopefully we will in the future. Check this out: /DR,App Bug & Performance,Content Availability,False,False,"The user is reporting that specific tracks are unavailable to play, which falls under catalogue limitations rather than a technical fault or account issue.",Hey! Sorry about that. Sometimes specific tracks aren't available in your region or due to licensing. You can check if they're in your library or try a different device. /AI
1726,@SpotifyCares why none of the imagine dragons' songs are playable? it happened since a couple days ago! please fix it!,"@USER Hi there! Don't worry, we'll figure this out. Can you let us know what device and version of Spotify you're using? /DR",Audio Playback Failure,Content Availability,False,False,"The issue is related to specific artist content availability, which is typically an auto-resolvable catalogue or licensing matter.",Hey! Sorry about the Imagine Dragons trouble. 🎸 This might be a temporary licensing hiccup. Try clearing your cache or checking if the songs are available in your region. We're on it! /AI
1573,"@USER doesn't work since yesterday with my audio's chromecast. Pbm is on Android &amp; IOs. Other apps work well like youtube, tunein, gmusic","@USER Hey, help's here! Can you let us know which Android and iOS version you're running on the devices that you're using to cast? /MA",Audio Playback Failure,Audio Playback Failure,False,False,This is a standard connectivity issue that can be resolved with troubleshooting steps.,"Hey! Sorry your music isn't flowing to your Chromecast. 🎧 Since other apps work, try restarting both your phone and the Chromecast, and make sure they're on the same Wi-Fi. If that doesn't fix it, let us know! /AI"
1589,@SpotifyCares what should I do if my album is currently under another bands spotify page? Trying to get access on Spotify for artists.,@USER Hey! You can contact our Artist team here: They'll be the best folks to help you out /ND,Content Availability,Account & Login Access,False,True,"The user is unable to access their Spotify for Artists account to manage their catalog, which requires human verification.","Hey! That sounds frustrating. Since you're having trouble accessing your Spotify for Artists account to fix the catalog issue, I'm going to loop in a specialist who can help verify your identity and get you back in. Hang tight! 🎧 /AI"
114,@USER your web player is broken. Help.,@USER Hey Erin! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,Audio Playback Failure,App Bug & Performance,False,False,This is a technical performance issue that can be resolved with standard troubleshooting steps.,"Sorry to hear the web player is acting up! 🛠️ Try clearing your browser cache or switching to a different browser. If it persists, let us know what error you're seeing. /AI"
469,"@USER my music keeps stuttering, whether it's downloaded or streaming. I have premium. I already redownloaded the app on my phone.","@USER Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /KC",Billing & Subscription,Audio Playback Failure,True,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! Sorry about the stuttering, that's annoying. Since you've already reinstalled, try clearing your cache in settings and checking your internet connection. If it's still acting up, let us know! /AI"
1683,@SpotifyCares I'm using the latest version of Spotify on iOS 11.0.3,"@USER Thanks! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /QI",App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a technical issue related to app version compatibility, which is typically handled by standard troubleshooting steps.","Hey! Thanks for flagging that. iOS 11 is pretty old, so the latest Spotify might not run smoothly on it. Can you tell us what’s going wrong? Is it crashing or just acting weird? 📱 /AI"
1648,@SpotifyCares I have not noticed anything else not working. Restart and log in/out did not work either.,@USER Got it. Does this happen when logging in to other devices as well? /SJ,Account & Login Access,App Bug & Performance,True,False,"User reports app malfunction that persists after standard troubleshooting steps, which is typically auto-resolvable via further technical support.","Sorry to hear restarting didn't fix it! 🤔 Could you tell us exactly what's going wrong (crashing, no sound, etc.) and which device you're using? We'll dig in. /AI"
646,. @SpotifyCares @USER it’s been little over a year since @USER got bamboozled. can you guys fix the album art? thanks!,@USER Thanks. We'll get this reported. Great detective work! 🔍 /LS,Content Availability,App Bug & Performance,False,False,This is a visual display issue that can be resolved through standard troubleshooting steps.,Hey! Sorry the album art is acting up. Try clearing your app cache or reinstalling the app to fix the display glitch. Let us know if it persists! /AI
821,"@SpotifyCares So, you are human. Now update me on the status of the Touch Preview issue. You have received one month of complaints. What are next steps.","@USER We don't have any info to share right now, but as soon as we do, we'll make sure to let everyone know /PL",App Bug & Performance,Feature Request & Feedback,False,False,The user is requesting a status update on a known feature issue rather than reporting a new critical failure or billing dispute.,"Hey! We hear you loud and clear. The team is actively working on the Touch Preview improvements, and we appreciate your patience while we get this sorted. 🎧 /AI"
548,"Yo @SpotifyCares, you got the wrong CL listed as the art for the song No Better Feelin' it should be @USER","@USER Hey Diego, we're here to help! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. We'll be right here /RV",App Bug & Performance,Feature Request & Feedback,False,False,This is a minor metadata correction request that does not require human intervention.,Thanks for flagging that! We've passed this along to our content team to get the artwork sorted out. 🎨 /AI
135,"@SpotifyCares hi there, for the last few months Spotify won’t load on my smart TV. It did previously, acc is still active but no love!",@USER Hi there! Can you let us know the make &amp; model of your smart TV? We'll see what we can suggest /NY,App Bug & Performance,App Bug & Performance,False,False,This is a technical performance issue with the TV app that can be resolved with standard troubleshooting steps.,"Hey! Sorry the TV app is being stubborn. Try clearing the app cache or reinstalling it, and make sure your TV's software is up to date. Let us know if that helps! 📺 /AI"
432,I hate that @USER never wants to work on my Playstation 4.,@USER Hey Courtney! What exactly is going on with your Spotify on the PS4? We'll do our best to help you out /BH,Audio Playback Failure,Feature Request & Feedback,False,False,The user is expressing frustration about a third-party device (PlayStation 4) rather than reporting a specific Spotify bug or account issue.,"Hey! We hear you on the PS4 frustration. While we can't control the console itself, we're always working to improve our app across all platforms. Thanks for the feedback! 🎮 /AI"
1870,@SpotifyCares is there a particular reason behind the fact that I can only download 3333 titles per device when having Spotify premium?,"@USER Hi! We don't have any more info to share about this right now, but we'll let the right folks know you'd like to sync more tunes offline /MC",Billing & Subscription,Feature Request & Feedback,True,False,The user is inquiring about a standard product limitation rather than reporting a technical failure or billing issue.,"Hey there! That limit is actually a standard part of the Premium plan to ensure fair usage across devices. We know it can be tight, so we've passed your feedback along to the team! 🎧 /AI"
